This Talk2U-CSEF-hate-speech-pilot-dataset is made available under the Open Data Commons Attribution License: http://opendatacommons.org/licenses/by/1.0/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Content from the Talk2U-CSEF-hate-speech-pilot-dataset is made available under the CC BY-NC. Attibutions to Talk2U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60485784,2023-03-30 14:46:34,2023-04-27 17:40:14,,o,,,,,1,,,Research Wave 1,Observer - React,0,os,,4,Yes,2023-03-30T14:46:34.234166-03:00,Yes,Provavelmente,Provavelmente não,Provavelmente não,Provavelmente,,3,,SP,,,,,,,4,5,4,,,,20,Male,,Branco,não,Provavelmente,Provavelmente não,Provavelmente,2023-03-30T14:55:52.307206-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-30T15:00:34.683290-03:00,,,30-03-2023 15:01,,,,,,,,,,,,,,,,,,,,,,,Jonas,,AOF recruitment,,W2 - Research,,,,,,,,,
60024009,2023-03-16 15:33:18,2023-04-25 5:12:28,,a,,,,,,,,TAP_7,Observer - Don't React,1,as,,2,Yes,2023-03-16T15:33:18.770618-03:00,Yes,Provavelmente,Provavelmente,Provavelmente,Provavelmente não,4,8,,Mg,Um pouco,Um pouco,Bastante,Um pouco,,Muito pouco ou nada,5,5,8,,,,25,Female,,Branco,não,Provavelmente,Provavelmente,Provavelmente não,2023-03-16T15:39:27.604203-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,,1,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2023-03-16T15:54:47.454495-03:00,10,,,2023-03-16T15:41:05.932111-03:00,1,,16-03-2023 15:42,,,,,,,,,,,,,,,,,,16,03,2023,1,,Jonas,,,,W2 - Research,,,,,,,,,
61097484,2023-04-11 8:01:32,2023-04-14 11:22:31,,a,,,,,,,,Pilot Research - Baseline,,,as,,,Yes,2023-04-11T08:01:33.047961-03:00,Yes,,,,,,7,,sp,,,,,,,4,4,7,,7,8,22,Female,,Branco,,,,,,,,58381e7e-531a-4b67-afe4-369b6b67f5fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
61093854,2023-04-10 21:54:38,2023-04-27 17:40:09,,a,,,,,,,,Research Wave 1,Observer - React,0,as,,4,Yes,2023-04-10T21:54:38.963199-03:00,Yes,Não sei dizer,Provavelmente não,Provavelmente,Provavelmente não,,10,,PR,,,,,,,4,4,10,,,,22,Female,,Branco,Provavelmente,Não sei dizer,Provavelmente,Provavelmente não,2023-04-10T22:04:32.981129-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61096649,2023-04-11 5:44:19,2023-04-27 17:40:07,,a,,,,,2,,,Research Wave 1,Victim - React,0,as,,7,Yes,2023-04-11T05:44:19.381557-03:00,Yes,Provavelmente,Provavelmente não,Definitivamente,Definitivamente não,,4,,PB,,,,,,,4,5,6,,,,23,Female,,Branco,Definitivamente,Provavelmente não,Definitivamente,Provavelmente não,2023-04-11T05:48:29.733248-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-04-2023 05:50,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61093217,2023-04-10 21:24:45,2023-04-17 10:37:38,,a,,,,,,,,Research Wave 1,,,as,,,Yes,2023-04-10T21:24:45.850159-03:00,Yes,,,,,,,,PI,,,,,,,4,,,,,,21,Female,,Pardo,,,,,,,,8f93652f-7a56-4767-aaf3-b567fb4c3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
61095211,2023-04-10 23:15:57,2023-04-24 16:42:59,,a,,,,,,,,Research Wave 1,Victim - React,0,as,,7,Yes,2023-04-10T23:15:58.109260-03:00,Yes,Definitivamente,Não sei dizer,Definitivamente,Provavelmente,,8,,SP,,,,,,,5,4,6,,,,22,Female,,Preto,Definitivamente não,Definitivamente,Definitivamente,Definitivamente,2023-04-10T23:20:03.085439-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61094557,2023-04-10 22:31:43,2023-04-24 16:43:04,,a,,,,,,,,Research Wave 1,Never Experienced,0,as,,2,Yes,2023-04-10T22:31:43.609298-03:00,Yes,Provavelmente não,Provavelmente,Provavelmente,Definitivamente não,,6,,RJ,,,,,,,4,5,6,,,,20,Female,,Branco,Definitivamente,Provavelmente,Definitivamente,Definitivamente não,2023-04-10T22:35:53.330948-03:00,Never had contact,,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61095639,2023-04-10 23:54:35,2023-04-27 17:40:11,,o,,,,,2,,,Research Wave 1,Observer - Don't React,1,os,,2,Yes,2023-04-10T23:54:36.238011-03:00,Yes,Definitivamente,Definitivamente não,Provavelmente,Provavelmente não,,8,,PI,,,,,,,4,1,7,,,,23,Male,,Pardo,não,Não sei dizer,Definitivamente,Definitivamente não,2023-04-11T00:02:17.527028-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,7,10,2023-04-11T00:25:40.353348-03:00,10,10,,,5,2023-04-11T00:15:28.377650-03:00,5,,,,,,,,,,,11-04-2023 00:20,,,,,,,,,,,,,,,,,,11,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61381196,2023-04-12 0:51:11,2023-05-01 1:09:46,,a,,,,,2,,,TAP_7,Observer - React,1,as,,4,Yes,2023-04-12T00:51:11.372507-03:00,Yes,Provavelmente,Não sei dizer,Definitivamente,Definitivamente não,,2,,MG,,,,,,,4,5,4,,2,3,22,Female,,Branco,não,Definitivamente não,Definitivamente,Definitivamente não,2023-04-12T00:57:19.335258-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,3,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,13536,2023-04-21T10:38:18.266040-03:00,10,,,2023-04-12T01:01:28.882006-03:00,5,,21-04-2023 10:29,,,,,,,,,,,,,,,,,,21,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,5,Provavelmente,Não,Não sei dizer,Não sei dizer,Definitivamente não,Definitivamente não,Provavelmente não,Definitivamente não
61093503,2023-04-10 21:37:16,2023-04-10 23:27:17,,,,,,,,,,Pilot Research - Demographic Data,,,,,,Yes,2023-04-10T21:37:17.054763-03:00,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f93652f-7a56-4767-aaf3-b567fb4c3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
61094473,2023-04-10 22:26:59,2023-04-13 23:11:16,,o,LGBT 1 - Observer,,,2023-04-10T22:40:17.170392-03:00,2,0,Masculino,HTP_7,Never Experienced,1,os,,2,Yes,2023-04-10T22:27:00.174100-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Never had contact,,e87fb89e-9929-4659-bc7d-36debe3b8f71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,2023-04-10T23:08:38.257446-03:00,10,8,,10,2023-04-10T22:58:02.440179-03:00,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-04-2023 22:59,"""""",,,,,,,,,,,,,,,,,10,04,2023,1,,Fernanda,,UNICEF - recruitment,,,,,,,,,,,
61448932,2023-04-14 15:43:57,2023-04-27 17:45:17,,a,,,,,,,,Research Wave 1,Victim - Don't React,0,as,,5,Yes,2023-04-14T15:43:57.635076-03:00,Yes,Provavelmente não,Definitivamente,Provavelmente,Definitivamente não,,0,,PB,,,,,,,3,2,5,,5,5,20,Female,,Preto,não,Definitivamente,Provavelmente,Definitivamente não,2023-04-14T15:50:01.833898-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,0,Não sei dizer,Definitivamente,Definitivamente,Definitivamente,Provavelmente,Definitivamente,Definitivamente não,Definitivamente não
61088575,2023-04-10 18:01:26,2023-04-27 17:40:07,,o,,,,,2,,,Research Wave 1,Observer - Don't React,2,os,,2,Yes,2023-04-10T18:01:26.725645-03:00,Yes,Provavelmente não,Definitivamente não,Definitivamente,Definitivamente não,,8,,TO,,,,,,,4,4,7,,6,7,18,Male,,Pardo,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,2023-04-10T18:19:44.421735-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,19,2023-04-13T09:45:31.910676-03:00,10,10,,10,2023-04-13T09:26:28.144727-03:00,5,,0,,,,,,,,,,,,,,,,,,,,,7,100,2023-04-11T20:40:47.219235-03:00,10,10,,,7,2023-04-11T19:00:44.859771-03:00,5,,,,,,,,,,,13-04-2023 09:27,,,,,,,,,,,,,,,,,,11,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61419104,2023-04-13 12:16:04,2023-04-27 17:40:07,,a,,,,,2,,,Research Wave 1,Victim - Don't React,0,as,,5,Yes,2023-04-13T12:16:05.184852-03:00,Yes,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,,6,,PB,,,,,,,4,4,6,,,,18,Female,,Pardo,Definitivamente,Definitivamente,Definitivamente,Provavelmente não,2023-04-13T12:27:11.183209-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-04-2023 12:31,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61436566,2023-04-14 6:25:53,2023-04-17 12:37:10,,o,LGBT 1 - Observer,,,2023-04-14T10:45:52.421033-03:00,2,0,Masculino,7,Observer - Don't React,1,os,,2,Yes,2023-04-14T10:06:40.904152-03:00,Yes,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,Observer,Don't react,8546e806-4d8b-4eb2-a1ef-83cf674f9bcb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,7,16,2023-04-14T12:33:14.995925-03:00,9,9,,,7,2023-04-14T12:16:26.188491-03:00,5,,,,,,,,,,,14-04-2023 12:24,,,,,,,,,,,,,,,,,,14,04,2023,1,,Fernanda,,Social media recruitment,,,,,,,,,,,
61094637,2023-04-10 22:36:27,2023-04-24 19:38:03,,a,,,,,,,,Research Wave 1,Victim - Don't React,0,as,,5,Yes,2023-04-10T22:36:28.234735-03:00,Yes,Provavelmente não,Provavelmente,Provavelmente não,Definitivamente não,,0,5,MG,,,,,,,4,2,0,,3,5,19,Female,,Pardo,Definitivamente,Definitivamente,Provavelmente,Definitivamente não,2023-04-10T22:42:23.302496-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,4,Provavelmente não,Definitivamente não,Definitivamente,Provavelmente,Não sei dizer,Definitivamente,Definitivamente não,Definitivamente não
61059026,2023-04-10 15:01:57,2023-04-10 15:59:16,,a,LGBT 1 - Victim,,,2023-04-10T15:04:05.284453-03:00,2,0,Feminino,AP_3,Victim - Don't React,0,as,,5,Yes,2023-04-10T15:01:57.383476-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Victim,Don't react,2b912562-55b4-479a-91ec-b01dcffdd2b7,,,,,,,,,,,,,,,3,,,,,,,2,2023-04-10T15:57:26.776445-03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-04-2023 15:58,"""""",,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,,,,,,,,,,
61096684,2023-04-11 6:03:24,2023-04-11 6:05:00,,,,,,,,,,Pilot Research - Demographic Data,,,,,,Yes,2023-04-11T06:03:25.245277-03:00,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f93652f-7a56-4767-aaf3-b567fb4c3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
61094436,2023-04-10 22:25:15,2023-04-27 17:51:51,,a,,,,,,,,Research Wave 1,Observer - Don't React,0,as,,2,Yes,2023-04-10T22:25:16.178436-03:00,Yes,Provavelmente não,Não sei dizer,Provavelmente,Provavelmente não,,7,,SE,,,,,,,4,1,7,,8,8,24,Female,,Preto,Definitivamente,Definitivamente,Provavelmente,Provavelmente não,2023-04-10T22:38:58.721228-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,7,Provavelmente,Não,Provavelmente não,Provavelmente,Definitivamente,Provavelmente,Definitivamente não,Definitivamente não
61092714,2023-04-10 21:03:57,2023-04-24 20:28:33,,a,,,,,2,,,Research Wave 1,Observer - React,0,as,,3,Yes,2023-04-10T21:03:57.548198-03:00,Yes,Definitivamente,Definitivamente não,Provavelmente,Definitivamente não,,8,,PR,,,,,,,5,5,8,,,,23,Female,,Branco,não,Provavelmente não,Definitivamente,Provavelmente não,2023-04-10T21:09:42.491652-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,2,,,,,,,8,9,2023-04-10T21:14:52.980950-03:00,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-10T21:13:26.920717-03:00,,,10-04-2023 21:18,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61093022,2023-04-10 21:15:22,2023-04-27 17:52:27,,a,,,,,,,,Research Wave 1,Never Experienced,0,as,,2,Yes,2023-04-10T21:15:23.058860-03:00,Yes,Provavelmente não,Definitivamente não,Provavelmente,Definitivamente,,7,,CE,,,,,,,3,5,6,,6,8,18,Female,,Pardo,não,Definitivamente,Definitivamente,Provavelmente,2023-04-10T21:26:32.112556-03:00,Never had contact,,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,8,Definitivamente,Definitivamente,Definitivamente não,Provavelmente,Definitivamente,Definitivamente,Definitivamente não,Definitivamente não
61092842,2023-04-10 21:08:53,2023-04-27 17:40:15,,a,,,,,2,,,7,Observer - Don't React,1,as,,2,Yes,2023-04-10T21:08:53.965814-03:00,Yes,Definitivamente,Provavelmente não,Provavelmente,Definitivamente não,,8,,SP,,,,,,,4,5,8,,7,8,20,Female,,Branco,não,Definitivamente não,Definitivamente,Definitivamente não,2023-04-10T21:17:57.452030-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,7,13711,2023-04-20T09:53:20.741960-03:00,8,10,,,6,2023-04-10T21:21:27.666938-03:00,5,,,,,,,,,,,17-04-2023 09:44,,,,,,,,,,,,,,,,,,20,04,2023,1,,Fernanda,,,,W2 - Research,,,,,,,,,
61374587,2023-04-11 18:42:41,2023-04-24 23:32:08,,a,,,,,2,,,Research Wave 1,Victim - Don't React,5,as,,5,Yes,2023-04-11T18:42:42.319725-03:00,Yes,Definitivamente não,Provavelmente não,Definitivamente,Definitivamente não,,3,0,MG,,,,,,,4,3,4,,5,4,20,Female,,Pardo,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,2023-04-11T18:50:14.344323-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,8_final,7,,,,,,,,,,,,,7,12,2023-04-11T19:05:28.231124-03:00,7,7,"apenas a estratégia não apaga o sofrimento causado pelo discurso de ódio, apenas tira o foco dele",c,2,2023-04-11T18:53:10.178992-03:00,4,,,,2023-04-11T19:22:58.213144-03:00,,7,8,2023-04-11T21:59:58.326408-03:00,10,8,,5,2023-04-11T21:51:12.976542-03:00,5,,0,5,,,,,8,0,,9,10,1,9,2023-04-11T19:15:54.125497-03:00,6,,,2023-04-11T19:06:13.089416-03:00,5,,,7,10,2023-04-11T21:50:50.321540-03:00,10,10,,,9,2023-04-11T21:40:08.475353-03:00,5,,2023-04-11T19:16:20.279771-03:00,,,,,,,,,11-04-2023 21:52,,,,,,,,,,,,,,,,,,11,04,2023,4,,Fernanda,,UNICEF - recruitment,,W2 - Research,2,Definitivamente não,Definitivamente,Provavelmente,Provavelmente,Definitivamente,Definitivamente,Definitivamente não,Definitivamente não
61094056,2023-04-10 22:05:14,2023-04-27 17:40:06,,a,,,,,,,,Research Wave 1,Observer - Don't React,0,as,,2,Yes,2023-04-10T22:05:14.595467-03:00,Yes,Provavelmente,Provavelmente não,Definitivamente,Definitivamente não,,7,,RS,,,,,,,4,3,6,,6,6,21,Female,,Branco,Não,Definitivamente,Provavelmente,Definitivamente não,2023-04-10T22:14:39.654452-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61350548,2023-04-11 9:58:08,2023-04-24 18:02:46,,a,,,,,2,,,End of experience,Victim - Don't React,5,as,,5,Yes,2023-04-11T09:58:08.580386-03:00,Yes,Não sei dizer,Não sei dizer,Definitivamente,Provavelmente não,,7,6,TO,,,,,,,5,5,5,,3,3,23,Female,,Branco,Provavelmente,Definitivamente,Definitivamente,Definitivamente não,2023-04-11T10:03:45.496242-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,8_final,7,,,,,,,,,,,,,7,7621,2023-04-16T22:01:15.948254-03:00,8,10,,,3,2023-04-11T14:59:20.072489-03:00,5,,,,2023-04-17T22:24:45.880863-03:00,,,,,,,,,,,,0,5,,,,,10,1,,8,10,1,7,2023-04-16T22:09:39.795148-03:00,7,,,2023-04-16T22:01:41.551001-03:00,5,,,7,15,2023-04-18T23:08:49.764622-03:00,10,10,,,9,2023-04-18T22:52:52.597100-03:00,5,,2023-04-17T22:15:26.271475-03:00,,,,,,,,,18-04-2023 23:04,,,,,,,,,,,,,,,,,,17,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,5,Não sei dizer,Definitivamente,Provavelmente não,Provavelmente não,Definitivamente,Definitivamente,Provavelmente não,Definitivamente não
61093862,2023-04-10 21:55:09,2023-04-27 17:40:10,,a,,,,,2,,,Research Wave 1,Observer - React,2,as,,4,Yes,2023-04-10T21:55:09.865513-03:00,Yes,Provavelmente não,Definitivamente não,Provavelmente,Definitivamente não,,6,,SP,,,,,,,4,5,7,,7,9,18,Female,,Branco,Provavelmente,Não sei dizer,Provavelmente,Provavelmente não,2023-04-10T21:59:42.275214-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,5,37,2023-04-11T12:08:52.659933-03:00,8,9,,,6,7,2023-04-11T11:31:06.012731-03:00,5,,,,,,,,,,,,,7,7,,,,,,,,,,,,,2,,,,,8,,,,,,,,,,,,,,,9,5,,,,,,,9,2023-04-12T18:26:12.157019-03:00,,,,21,2023-04-11T10:25:39.142948-03:00,8,,,2023-04-11T10:04:03.620400-03:00,5,,12-04-2023 18:49,,,,,,,,,,,,,,,,,,11,04,2023,2,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61092942,2023-04-10 21:12:46,2023-04-10 21:22:53,,o,LGBT 1 - Victim,,,2023-04-10T21:13:58.111550-03:00,,0,Masculino,Screening,Never Experienced,0,os,,2,Yes,2023-04-10T21:12:46.978489-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Never had contact,,90ad04da-123b-42f8-9e20-dfa4f72e66d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-04-2023 21:19,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
61094167,2023-04-10 22:10:55,2023-04-27 19:24:14,,a,,,,,,,,Research Wave 1,Observer - Don't React,0,as,,2,Yes,2023-04-10T22:10:55.603820-03:00,Yes,Provavelmente,Provavelmente não,Provavelmente,Definitivamente não,,9,,RJ,,,,,,,4,2,7,,8,7,23,Female,,Preto,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,2023-04-10T22:19:54.341896-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,8,Provavelmente,Provavelmente não,Provavelmente não,Provavelmente,Definitivamente,Definitivamente,Provavelmente não,Definitivamente não
62304425,2023-04-22 19:36:55,2023-04-27 16:31:16,,a,LGBT 1 - Observer,,,2023-04-22T19:41:06.989865-03:00,2,0,Feminino,TAP_7,Victim - React,1,as,,7,Yes,2023-04-22T19:36:56.195506-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Victim,React,a75f0034-9dca-4596-a840-32544ed2fc98,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,6,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624,2023-04-24T16:30:01.039364-03:00,8,,,2023-04-23T13:25:56.482189-03:00,4,,23-04-2023 13:27,"""""",,,,,,,,,,,,,,,,,24,04,2023,1,,Fernanda,,UNICEF - recruitment,,,,,,,,,,,
60485369,2023-03-30 14:34:02,2023-04-27 17:40:11,,a,,,,,2,,,Research Wave 1,Victim - React,0,as,,7,Yes,2023-03-30T14:34:03.090077-03:00,Yes,Provavelmente,Provavelmente não,Não sei dizer,Não sei dizer,,8,,MG,,,,,,,4,4,6,,,,28,Female,,Branco,Definitivamente não,Não sei dizer,Provavelmente,Provavelmente,2023-03-30T14:39:03.631032-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-30T14:42:22.825029-03:00,,,30-03-2023 14:43,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,Friends&Family,,W2 - Research,,,,,,,,,
61093499,2023-04-10 21:37:04,2023-04-10 22:03:07,,a,LGBT 1 - Victim,,,2023-04-10T21:39:35.761293-03:00,,0,Feminino,CS End,,0,as,,,Yes,2023-04-10T21:37:05.231952-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,f2d1c86c-5d37-41ba-a6ba-242288d12782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-04-2023 21:59,"""""",,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
61019245,2023-04-07 8:55:41,2023-04-17 9:57:27,,a,,,,,2,,,Research Wave 1,Observer - Don't React,2,as,,2,Yes,2023-04-07T08:55:41.825771-03:00,Yes,Provavelmente,Definitivamente não,Definitivamente,Definitivamente não,,8,8,MG,,,,,,,4,3,7,,6,7,25,Female,,Branco,Provavelmente,Não sei dizer,Definitivamente,Definitivamente não,2023-04-07T09:05:29.629663-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14,2023-04-07T22:00:43.195084-03:00,10,9,,10,2023-04-07T21:46:09.205271-03:00,5,,0,,,,,,,,,,,,,,,,,,,,,7,12,2023-04-07T09:22:15.513362-03:00,10,10,,,7,2023-04-07T09:10:03.227905-03:00,5,,,,,,,,,,,07-04-2023 21:47,,,,,,,,,,,,,,,,,,7,04,2023,1,,Fernanda,,Friends&Family,,W2 - Research,9,Definitivamente não,Definitivamente,Definitivamente não,Definitivamente não,Definitivamente,Definitivamente,Definitivamente não,Definitivamente não
